Paragraph Number,dixon1972dyirbal,mcgregor1990functional,evans1995grammar,birk1976malakmalak,merlan1982mangarayi,tryon1970introduction,osborne1974tiwi,rumsey1982intra,nordlinger1998grammar,leslau1995reference,hudson1974structural,penchoen1973tamazight,sapir1965grammar,breeze1990sketch,innes1966introduction,green1963descriptive,mous1993grammar,kimenyi1980relational,rennison1997koromfe,noonan1992grammar,arensen1982murle,hagman1977nama,kutsch1994ngiti,owens1985grammar,samarin1967grammar,carlson1994grammar,dimmendaal1982turkana,awobuluyi1978essentials,anonby2008phonology,heath2008grammar,schrock2014grammar,schaefer2017grammar,stevenson1938grammar,blackings2003grammar,toews2015topics,heath1999grammar,kawachi2007grammar,bender1996kunama,bruce1984alamblak,roberts1987amele,conrad1991outline,voorhoeve1965flamingo,woollams1996grammar,topping1973chamorro,murane1974daga,bromley1981grammar,oates1968kapau,haiman1980hua,rubino2000ilocano,seiler1985imonda,rau1992grammar,franklin1971grammar,davies1981kobon,de1993forms,terrill1999grammar,davies2010grammar,harrison1976mokilese,josephs1975palauan,cowan1965grammar,wilson1974suena,bowden1997taba,schachter1972tagalog,donohue1999grammar,louwerse1988morphosyntax,reesink1987structures,foley1991yimas,van2016aghu,aikhenvald2008manambu,san2008introduction,kulick2019grammar,fedden2011grammar,de2004short,kratochvil2007grammar,feldman1986grammar,ode2002sketch,hatfield2016grammar,berry1999description,kimball1991koasati,gordon1986maricopa,broadbent1964southern,rude1985studies,abbott2000oneida,moshinsky1974grammar,rice1989grammar,kuipers1967squamish,haas1940tunica,jacobsen1964grammar,rood1976wichita,pitkin1984wintu,lachler2006grammar,bergsland1997aleut,wash2001adverbial,charney1993grammar,watkins1984grammar,jacobson1995practical,robins1958yurok,newman1965zuni,willett2003grammatical,naish1979syntactic,leavitt1996passamaquoddy,dunn1979reference,tuggy1979tetelcingo,hewitt1979abkhaz,kozintseva1995modern,hualde2003grammar,wheeler1999catalan,tiersma1985frisian,van1995grammar,solnit1997eastern,nikolaeva1999ostyak,sohn1999korean,mathiassen1997short,haspelmath1993grammar,chelliah1997grammar,osada1992reference,gruzdeva1998nivkh,yar1969grammar,kornfilt1997turkish,nikolaeva2001grammar,winkler2001udmurt,schmidt1999urdu,maslova2003grammar,facundes2000language,curnow1997grammar,jones1991barasano,harms1994epena,derbyshire1979hixkaryana,chapman1991paumari,everett1986piraha,cole1982imbabura,borgman1990sanuma,valenzuela1997basic,guirardello1999reference,kakumasu1986urubu,romero1997reference,everett1997wari,payne1990yagua,epps2005grammar,wojtylak2020grammar,lai2009time,haude2006grammar,de2005language,bolanos2016grammar,van2006grammar,o2018grammatical,sandalo1995grammar,ribeiro2012grammar,danielsen2007baure
,70.83615112304688,69.8958969116211,75.65927124023438,66.24214935302734,78.66313171386719,59.63036346435547,65.67733764648438,63.0915412902832,72.92955780029297,63.89280700683594,75.00489044189453,67.35465240478516,69.17047119140625,76.61563873291016,67.48358917236328,68.09590911865234,65.36473083496094,65.1297836303711,70.0681381225586,68.7472152709961,74.26773834228516,68.66107940673828,67.67247009277344,66.55558013916016,71.6418685913086,72.20989227294922,77.62130737304688,68.3404769897461,68.40937042236328,68.68438720703125,79.7252197265625,70.60639953613281,72.84968566894531,68.6961441040039,68.85546112060547,72.67622375488281,76.00992584228516,72.92552185058594,66.30176544189453,72.15818786621094,71.0746841430664,72.3641128540039,70.79530334472656,66.8662109375,68.13162994384766,72.4072265625,65.93731689453125,70.5390853881836,68.64212799072266,73.16991424560547,77.8749771118164,67.88611602783203,72.23677062988281,69.59741973876953,70.57808685302734,68.96818542480469,64.98973846435547,66.99514770507812,68.90282440185547,60.69758605957031,70.53158569335938,70.99005889892578,71.81122589111328,78.62860870361328,71.2161865234375,65.98896789550781,74.41325378417969,67.58576202392578,71.04297637939453,72.83009338378906,69.42158508300781,66.17291259765625,66.85620880126953,74.61775970458984,69.92080688476562,63.54515075683594,70.39005279541016,72.97522735595703,70.49113464355469,61.56508255004883,71.80950927734375,67.73114776611328,73.0294418334961,69.3094482421875,71.92623901367188,73.47244262695312,65.41439819335938,70.03567504882812,77.05858612060547,65.31488800048828,69.96421813964844,67.01427459716797,69.55165100097656,67.78321075439453,73.69921112060547,65.85310363769531,66.64704132080078,70.02555847167969,72.24833679199219,69.58409118652344,69.11856079101562,70.73194122314453,70.8722915649414,69.7461166381836,68.79740905761719,67.23481750488281,71.51752471923828,73.25508880615234,69.09363555908203,74.24356079101562,80.67713928222656,69.49951934814453,73.72244262695312,76.19863891601562,73.40040588378906,79.7125244140625,73.78252410888672,75.85926818847656,78.279052734375,76.35189056396484,70.22737121582031,77.6257095336914,70.73052215576172,72.65219116210938,76.60363006591797,75.88005828857422,66.35884857177734,70.48782348632812,72.04653930664062,70.53455352783203,73.3827896118164,70.6884765625,71.99870300292969,68.25379943847656,72.52073669433594,70.8946304321289,73.49366760253906,75.65477752685547,75.52482604980469,67.61976623535156,67.97740936279297,71.93416595458984,74.86003112792969,69.36905670166016,71.63011932373047,74.9323959350586,70.732177734375,70.87460327148438
,71.63992309570312,69.49961853027344,73.40264892578125,63.925540924072266,74.75930786132812,69.85199737548828,67.7349853515625,72.99549102783203,73.36779022216797,66.8695068359375,73.07356262207031,69.48347473144531,73.02823638916016,75.61930084228516,70.31771850585938,68.38053894042969,72.25674438476562,69.53292846679688,73.12528228759766,70.70817565917969,72.70399475097656,71.79356384277344,69.22086334228516,62.86679458618164,72.32630920410156,68.45401000976562,71.908203125,62.293983459472656,63.34499740600586,67.63587951660156,78.26420593261719,68.00687408447266,72.57376098632812,66.2580795288086,71.90020751953125,72.36527252197266,76.05577087402344,71.58615112304688,73.33177185058594,71.0826644897461,67.16475677490234,68.65873718261719,69.83219909667969,62.00801086425781,68.05723571777344,71.29068756103516,62.798221588134766,71.11604309082031,68.08126831054688,72.71073150634766,75.5650405883789,67.358154296875,73.92140197753906,71.45446014404297,69.45025634765625,68.13056182861328,65.6605453491211,68.98149108886719,72.22093200683594,65.74287414550781,71.92153930664062,69.86381530761719,75.23771667480469,77.4368896484375,69.7071533203125,70.1657485961914,71.76685333251953,71.74864196777344,70.92219543457031,71.43698120117188,68.01050567626953,69.27832794189453,69.80668640136719,72.10549926757812,67.80034637451172,68.1111831665039,67.51677703857422,74.1470947265625,71.63374328613281,67.5986557006836,73.34159851074219,68.95199584960938,67.0075912475586,70.17790985107422,70.64248657226562,74.2113265991211,63.409912109375,65.33403778076172,73.5807876586914,68.0908203125,72.37689971923828,68.05294036865234,69.48243713378906,70.59532928466797,72.22301483154297,70.06534576416016,73.50533294677734,65.19898986816406,73.31221008300781,65.21080017089844,72.77460479736328,74.40852355957031,69.43165588378906,73.62734985351562,74.03178405761719,0.0,71.52660369873047,74.0263671875,70.00345611572266,74.89473724365234,72.25509643554688,79.40514373779297,72.95230102539062,74.48542022705078,66.49539184570312,68.90625762939453,75.20730590820312,76.55799102783203,74.74537658691406,77.59931945800781,72.72229766845703,76.42430877685547,72.94658660888672,74.62945556640625,70.84561157226562,72.68988037109375,70.23587036132812,68.35159301757812,69.79116821289062,68.91886901855469,70.09265899658203,75.33572387695312,72.52228546142578,68.22332763671875,75.99665832519531,69.25641632080078,69.65930938720703,71.73648834228516,69.07244110107422,64.94459533691406,67.99169158935547,69.11296844482422,72.32201385498047,70.288330078125,67.33415985107422,75.75235748291016,68.01142883300781,67.64249420166016
,71.20286560058594,71.89177703857422,72.12203979492188,63.15503692626953,77.34671020507812,66.4787826538086,63.975345611572266,66.80345916748047,69.79232025146484,59.850006103515625,68.79412841796875,67.98145294189453,68.17816925048828,67.75446319580078,64.62215423583984,67.31902313232422,74.04448699951172,65.39323425292969,69.69908905029297,69.41637420654297,74.72856903076172,74.59619140625,69.823486328125,67.45645141601562,68.91717529296875,69.29496765136719,71.12062072753906,69.99469757080078,68.65745544433594,66.50890350341797,74.06970977783203,62.46199035644531,74.41332244873047,71.27198791503906,71.7447509765625,66.0790023803711,75.68856811523438,68.58514404296875,73.75679016113281,70.1198959350586,68.87886047363281,70.29556274414062,69.05982208251953,67.68325805664062,66.4692611694336,76.52336883544922,63.033424377441406,75.68282318115234,72.72877502441406,70.58937072753906,76.00595092773438,66.14248657226562,69.4220199584961,70.45818328857422,71.51797485351562,68.8336410522461,67.05249786376953,70.15616607666016,70.73856353759766,68.77123260498047,70.4813461303711,72.22789001464844,74.72295379638672,75.04324340820312,70.75456237792969,72.69371795654297,73.28181457519531,74.33462524414062,71.05892181396484,73.70135498046875,69.4980239868164,71.41058349609375,71.01724243164062,71.42002868652344,71.74343872070312,66.9786376953125,69.9312744140625,69.66223907470703,74.48562622070312,58.91440963745117,74.84046173095703,71.68580627441406,70.53925323486328,67.12336730957031,68.09708404541016,75.08421325683594,65.6078872680664,68.22081756591797,77.45262908935547,68.21913146972656,70.31314086914062,63.4864387512207,69.73825073242188,69.49388122558594,71.96891021728516,69.71260070800781,68.7343978881836,69.4641342163086,67.94693756103516,69.7339859008789,63.06620788574219,65.11044311523438,69.79559326171875,75.90250396728516,71.0359115600586,0.0,69.75602722167969,73.37118530273438,70.41781616210938,72.74303436279297,76.69402313232422,72.22157287597656,70.16209411621094,67.87336730957031,71.16670989990234,71.90467834472656,72.07664489746094,74.14778137207031,78.0818099975586,74.85994720458984,70.51611328125,72.34696960449219,68.32453155517578,69.35968017578125,70.88815307617188,68.8696060180664,70.79871368408203,72.56434631347656,70.0531005859375,69.88287353515625,67.9692611694336,71.45664978027344,74.16094207763672,70.69898223876953,74.07699584960938,69.1604232788086,66.25335693359375,70.49959564208984,70.07488250732422,63.88429260253906,68.4913330078125,72.2232437133789,71.15509796142578,69.4202880859375,69.38001251220703,76.04878997802734,67.81565856933594,68.29629516601562
,71.832763671875,74.34115600585938,76.4920883178711,61.40124130249024,74.75279998779297,70.38912963867188,67.4674301147461,69.80801391601562,73.82622528076172,68.45414733886719,71.09691619873047,72.81048583984375,68.11459350585938,73.76380157470703,64.06409454345703,69.26970672607422,72.16337585449219,66.68063354492188,70.73741149902344,66.24947357177734,71.8716049194336,68.05997467041016,68.6803207397461,64.27999877929688,62.39869689941406,73.79525756835938,75.66339111328125,63.405372619628906,68.82424926757812,70.97006225585938,76.81594848632812,69.295654296875,71.66621398925781,71.33132934570312,67.15642547607422,70.89762878417969,75.56121063232422,71.4879150390625,74.16532897949219,75.02711486816406,72.06172943115234,69.42093658447266,68.41197204589844,66.1986083984375,63.29823684692383,72.39359283447266,65.31124877929688,75.60316467285156,70.64027404785156,68.9820556640625,70.77008819580078,69.91510009765625,70.14002227783203,69.2501220703125,72.93692779541016,70.48819732666016,65.82003021240234,64.14570617675781,68.9979476928711,68.71209716796875,67.47114562988281,70.70267486572266,70.5001220703125,72.34806060791016,70.36901092529297,64.12915802001953,70.34502410888672,71.25895690917969,70.34457397460938,73.48896789550781,70.53910827636719,66.8486328125,70.68765258789062,73.30606079101562,60.720802307128906,68.14469146728516,66.90386199951172,72.39546966552734,75.44347381591797,57.77105712890625,68.3428726196289,71.13106536865234,67.59173583984375,68.63450622558594,69.22888946533203,69.11894989013672,69.04541778564453,64.25524139404297,72.11892700195312,70.5279312133789,71.2254867553711,68.21190643310547,69.76202392578125,69.36808776855469,73.31951904296875,66.71945190429688,67.52421569824219,68.7488021850586,69.14617156982422,68.35309600830078,66.71412658691406,69.712890625,70.24749755859375,79.45993041992188,72.4779281616211,0.0,67.91246032714844,74.41500091552734,68.38274383544922,71.47501373291016,73.01651000976562,74.17244720458984,72.4200210571289,72.17901611328125,71.38068389892578,76.80854034423828,68.01444244384766,73.23783874511719,73.03653717041016,75.05243682861328,75.9471664428711,73.70569610595703,64.88050842285156,70.6734390258789,69.50298309326172,75.38259887695312,68.83648681640625,70.97228240966797,69.0062026977539,71.18809509277344,71.01290893554688,72.25465393066406,74.13710021972656,70.523193359375,68.37208557128906,69.81938934326172,70.71183776855469,68.72943878173828,68.2336196899414,67.70181274414062,70.01433563232422,67.51605987548828,70.64169311523438,69.6845703125,74.09756469726562,71.20892333984375,69.91145324707031,69.64107513427734
,78.66893005371094,70.54241943359375,70.83951568603516,61.68333435058594,73.75567626953125,64.5543212890625,67.4561996459961,67.48016357421875,72.25817108154297,60.71181488037109,67.69996643066406,66.62525177001953,62.57861328125,72.72909545898438,70.29510498046875,67.92318725585938,72.92489624023438,68.5295181274414,74.2812728881836,68.10908508300781,74.14254760742188,69.7238540649414,72.12345886230469,55.36882400512695,66.58517456054688,67.04356384277344,67.86742401123047,67.53890228271484,69.53793334960938,68.99837493896484,72.15629577636719,67.71846771240234,70.72618103027344,68.77725982666016,66.83517456054688,74.06134033203125,75.40249633789062,70.0617446899414,67.6796875,67.84507751464844,73.11445617675781,65.15003204345703,73.97016143798828,65.7864761352539,70.78074645996094,71.67678833007812,59.18396759033203,70.40282440185547,68.6855239868164,71.48359680175781,71.69021606445312,72.98060607910156,72.70023345947266,67.71076202392578,68.85456085205078,70.28466796875,66.13642883300781,65.2996826171875,71.24874877929688,64.37077331542969,70.69242095947266,69.56981658935547,75.33031463623047,72.49762725830078,71.90580749511719,72.59964752197266,70.0475082397461,69.17962646484375,65.73307800292969,71.9565658569336,70.97911071777344,69.59028625488281,66.9152603149414,71.54242706298828,68.6580810546875,68.4695816040039,65.66098022460938,70.66708374023438,68.31059265136719,58.6885986328125,69.117431640625,68.99516296386719,71.57941436767578,68.49832153320312,66.78311157226562,69.53718566894531,62.15962600708008,66.29240417480469,72.39142608642578,67.836669921875,73.9238510131836,69.57646179199219,70.3782730102539,65.31123352050781,68.94123840332031,68.32678985595703,67.72834014892578,72.0262680053711,71.6934585571289,64.76544952392578,62.11458969116211,67.94196319580078,68.60220336914062,70.13984680175781,71.68634796142578,0.0,68.67106628417969,72.70295715332031,69.1799087524414,70.0684814453125,73.79463195800781,73.77942657470703,75.84553527832031,74.14529418945312,69.74775695800781,78.73418426513672,70.09925842285156,75.13020324707031,73.10895538330078,77.60609436035156,75.61825561523438,77.78150177001953,69.90913391113281,69.66575622558594,65.70146942138672,69.705078125,67.89519500732422,72.0200424194336,67.17779541015625,68.85487365722656,70.90239715576172,70.56980895996094,73.30696868896484,71.89608764648438,66.7939682006836,70.4926528930664,66.4122314453125,72.33882141113281,71.21560668945312,69.86396026611328,70.67131042480469,70.06428527832031,71.441162109375,69.50425720214844,70.45964050292969,71.53723907470703,68.07991027832031,70.27777099609375
,71.49690246582031,68.20211029052734,76.18360900878906,64.821533203125,72.99822998046875,61.13723373413086,67.93692016601562,71.15180206298828,76.14395904541016,68.86671447753906,71.11540985107422,67.44677734375,63.34629821777344,71.32925415039062,70.70225524902344,69.30834197998047,71.7293930053711,64.4759750366211,69.31013488769531,71.05931854248047,74.25165557861328,67.5079345703125,66.99103546142578,74.48640441894531,70.48005676269531,71.98629760742188,71.22921752929688,65.63482666015625,69.77301788330078,66.02852630615234,70.70195007324219,69.23587036132812,68.44932556152344,69.22269439697266,63.66733932495117,71.85720825195312,75.75301361083984,69.16088104248047,69.2605972290039,70.91535949707031,67.07296752929688,69.08969116210938,68.2416000366211,64.60677337646484,67.53732299804688,69.83197021484375,66.0860366821289,71.77332305908203,61.19763946533203,76.40567016601562,71.05264282226562,68.0618896484375,71.04793548583984,65.6249771118164,69.26592254638672,67.33440399169922,67.12284851074219,67.43151092529297,70.37428283691406,65.16707611083984,71.10979461669922,70.22756958007812,73.68077087402344,75.57543182373047,68.97473907470703,70.11341094970703,71.54983520507812,77.56793975830078,69.14649963378906,70.56044006347656,67.83023834228516,64.90608215332031,65.21817016601562,70.74910736083984,65.03034210205078,69.71673583984375,68.05428314208984,72.06781768798828,75.34892272949219,54.95243835449219,69.65198516845703,64.197509765625,71.30958557128906,69.10968017578125,69.46715545654297,66.41569519042969,68.15557861328125,57.69579315185547,80.29566192626953,64.73336791992188,72.16705322265625,69.0516128540039,69.79515075683594,70.91881561279297,70.9831771850586,66.02847290039062,67.855712890625,48.48114013671875,69.81510162353516,65.37342834472656,67.62322235107422,71.09536743164062,67.50083923339844,72.3620834350586,75.30335998535156,0.0,65.88819885253906,66.4966812133789,69.67842864990234,73.45329284667969,69.83984375,74.82461547851562,70.51093292236328,72.21580505371094,71.95814514160156,74.01044464111328,70.9415283203125,75.69284057617188,73.60145568847656,71.22895050048828,71.8593978881836,69.76325988769531,69.19723510742188,70.44954681396484,65.60209655761719,71.44796752929688,70.49671173095703,69.66495513916016,68.68990325927734,64.20265197753906,69.70085144042969,70.18831634521484,72.95662689208984,68.99186706542969,68.8671646118164,69.3914566040039,72.08847045898438,70.71910095214844,69.17210388183594,65.41184997558594,61.26420593261719,69.51143646240234,69.00274658203125,67.41230773925781,74.77491760253906,73.36475372314453,71.90391540527344,68.35750579833984
,69.76699829101562,67.66789245605469,73.85645294189453,63.01076889038086,70.06529235839844,66.87205505371094,69.6982421875,70.4073257446289,71.31584930419922,66.04704284667969,61.47264099121094,67.40724182128906,68.42518615722656,70.4595947265625,69.88798522949219,66.30422973632812,73.90393829345703,64.63243865966797,70.3250961303711,70.0861587524414,69.05271911621094,66.97884368896484,70.59013366699219,69.54583740234375,72.08200073242188,73.08858489990234,71.24800872802734,64.72183227539062,67.62419128417969,66.6133804321289,74.61203002929688,68.94508361816406,71.63076782226562,69.79700469970703,67.5142822265625,65.61480712890625,68.94489288330078,65.88390350341797,69.62821197509766,73.20020294189453,69.63236999511719,72.72149658203125,66.41561126708984,64.67039489746094,68.18843841552734,70.76367950439453,67.64144897460938,74.97409057617188,71.96320343017578,67.46421813964844,72.06102752685547,69.59423065185547,73.59020233154297,67.95855712890625,68.30860137939453,69.50423431396484,68.94422149658203,69.1661605834961,68.09586334228516,68.50301361083984,69.05491638183594,66.489501953125,73.01740264892578,73.54872131347656,68.78585052490234,71.32102966308594,73.97822570800781,74.3196029663086,68.78915405273438,66.96514892578125,67.99078369140625,64.7619400024414,71.19117736816406,69.60549926757812,68.1311264038086,68.86092376708984,66.27770233154297,68.80325317382812,72.94698333740234,57.60778045654297,70.14517211914062,65.18637084960938,61.22835922241211,71.72697448730469,71.03583526611328,72.34947204589844,56.47952651977539,70.42621612548828,74.80147552490234,69.73664855957031,71.00312805175781,64.9287109375,70.0062484741211,68.06440734863281,69.02200317382812,70.40821075439453,67.29377746582031,69.54271697998047,72.73844146728516,66.69084167480469,69.73876190185547,61.98122024536133,70.25342559814453,71.36483001708984,72.20259094238281,0.0,68.63504791259766,72.60395050048828,68.32183837890625,77.76644897460938,73.73836517333984,73.78190612792969,73.35775756835938,75.17059326171875,70.41519165039062,74.128662109375,72.1489028930664,71.07014465332031,78.62820434570312,74.7665023803711,65.50071716308594,74.45751190185547,70.70082092285156,66.87942504882812,68.03753662109375,70.18092346191406,69.08828735351562,70.87262725830078,67.02526092529297,69.13379669189453,68.21328735351562,72.77454376220703,70.14834594726562,71.88504791259766,72.01531219482422,69.20378112792969,66.10186004638672,71.1572265625,72.58667755126953,57.437442779541016,69.22480010986328,68.16499328613281,72.17385864257812,67.05386352539062,70.27969360351562,71.82038116455078,69.41862487792969,67.1932144165039
,71.25384521484375,70.02206420898438,72.45922088623047,66.96916961669922,77.31016540527344,69.40404510498047,69.42849731445312,68.72100830078125,75.3297119140625,69.39006042480469,73.73914337158203,65.6207275390625,67.59468078613281,77.63058471679688,65.89356994628906,68.55279541015625,73.56058502197266,60.09058380126953,72.80463409423828,67.31348419189453,67.44621276855469,65.02290344238281,68.74655151367188,68.65831756591797,70.4140625,67.39558410644531,68.12081909179688,57.75331115722656,68.24715423583984,68.62841796875,74.62724304199219,68.03866577148438,75.24097442626953,70.15153503417969,70.764892578125,69.88008880615234,74.498291015625,70.48275756835938,71.29761505126953,69.371826171875,68.02481079101562,71.4529800415039,70.47393798828125,66.70410919189453,67.15135192871094,72.07964324951172,56.45011520385742,67.2132339477539,70.5520248413086,71.54217529296875,72.13512420654297,60.11295318603516,72.21798706054688,68.20758819580078,69.63927459716797,70.95360565185547,70.98064422607422,67.28469848632812,71.9627914428711,63.3929328918457,67.66019439697266,64.70201873779297,71.44104766845703,69.76832580566406,70.121826171875,71.9854507446289,71.42249298095703,70.7840347290039,68.69839477539062,73.10667419433594,67.35083770751953,69.44259643554688,67.7481689453125,71.91621398925781,69.67330932617188,69.58638763427734,69.71292877197266,77.82284545898438,72.4091796875,57.820098876953125,66.31842803955078,68.39078521728516,52.570533752441406,70.50163269042969,69.92237091064453,70.94039916992188,67.80260467529297,64.81768798828125,75.37195587158203,67.94412994384766,71.97898864746094,66.36310577392578,68.53598022460938,70.23809814453125,67.51199340820312,66.5127182006836,62.301231384277344,68.03939819335938,64.71117401123047,68.15522003173828,69.00753021240234,67.91718292236328,69.28138732910156,74.23104095458984,69.35496520996094,0.0,69.14414978027344,68.99221801757812,64.39482116699219,73.9975357055664,72.70127868652344,70.36044311523438,70.70442199707031,69.77635192871094,71.38658905029297,71.93772888183594,73.33787536621094,75.86538696289062,74.22846221923828,72.14256286621094,65.20000457763672,73.1676025390625,67.3049545288086,65.36534118652344,67.98770904541016,75.96096801757812,70.11085510253906,70.9181137084961,65.92431640625,70.85218048095703,67.9766845703125,73.10720825195312,71.20513153076172,73.19268035888672,63.894622802734375,68.80767059326172,67.02693939208984,72.6279296875,75.10265350341797,70.91014099121094,68.90496826171875,70.43899536132812,70.23583984375,69.55572509765625,70.4969253540039,74.60354614257812,66.68132019042969,69.87715148925781
,66.04125213623047,68.4773178100586,69.09909057617188,67.6331787109375,78.33200073242188,66.43291473388672,64.33665466308594,65.22126770019531,75.12223815917969,67.41587829589844,73.57083892822266,69.00374603271484,67.5960464477539,62.21985626220703,64.71226501464844,71.1810073852539,69.87680053710938,53.50217056274414,72.64454650878906,67.93408966064453,74.29666900634766,70.45861053466797,72.4052963256836,62.3983154296875,66.56400299072266,68.28113555908203,72.44479370117188,65.85133361816406,68.69253540039062,66.51045227050781,73.0093765258789,69.64728546142578,69.68134307861328,64.65635681152344,68.24690246582031,71.22310638427734,70.34976196289062,69.92965698242188,70.46195983886719,69.26705169677734,67.99347686767578,69.38101959228516,66.5814208984375,68.8307113647461,70.98971557617188,73.92010498046875,63.527225494384766,71.46420288085938,69.20801544189453,70.90957641601562,67.8734130859375,74.2544174194336,70.20381927490234,68.47651672363281,68.29884338378906,67.15967559814453,69.38525390625,67.07196807861328,71.83687591552734,64.25106048583984,70.25849151611328,71.07738494873047,71.55278015136719,72.71405792236328,71.47733306884766,68.78351593017578,63.39867782592773,69.36317443847656,68.73855590820312,72.64505004882812,67.13933563232422,66.19750213623047,66.8559341430664,69.96263885498047,67.57962799072266,70.11123657226562,67.07670593261719,76.1383285522461,72.1850814819336,58.89703750610352,71.89935302734375,70.45072937011719,67.28685760498047,69.68191528320312,67.91312408447266,67.82495880126953,67.7026596069336,66.4789047241211,74.069580078125,60.602813720703125,73.34038543701172,65.97664642333984,68.88509368896484,71.07902526855469,64.32368469238281,66.38858032226562,67.03871154785156,69.85172271728516,66.96704864501953,66.47830200195312,64.6851806640625,68.1663818359375,67.6103286743164,72.51441955566406,69.79082489013672,0.0,67.3690414428711,69.38763427734375,66.8233413696289,73.87625122070312,73.80966186523438,69.28279113769531,73.21887969970703,72.72940826416016,65.90155029296875,68.68709564208984,72.93486022949219,74.84260559082031,69.67262268066406,73.05010223388672,69.79338073730469,74.39021301269531,68.90572357177734,72.44121551513672,70.32982635498047,68.18390655517578,69.0323257446289,68.63251495361328,71.9174575805664,69.70130920410156,69.20428466796875,71.00658416748047,70.71070861816406,69.48574829101562,67.92073059082031,67.79560852050781,72.02440643310547,65.90706634521484,72.91719055175781,70.23181915283203,65.79136657714844,69.77638244628906,71.55683898925781,70.87808990478516,63.577449798583984,61.51188659667969,69.6593246459961,68.75342559814453
,72.31220245361328,70.78530883789062,74.04930877685547,68.70294189453125,74.60908508300781,64.55558013916016,62.83221435546875,69.16423034667969,71.49140930175781,66.52621459960938,65.3845443725586,69.2435531616211,70.9969711303711,68.51741790771484,68.70498657226562,60.61743927001953,71.27742767333984,57.64692306518555,69.2625732421875,70.17202758789062,73.41554260253906,69.09839630126953,67.21636962890625,70.16012573242188,66.67151641845703,68.96416473388672,72.2854232788086,68.93880462646484,67.78449249267578,71.93012237548828,74.35905456542969,66.87228393554688,68.90595245361328,64.39107513427734,68.07755279541016,71.2108154296875,72.29151916503906,63.25411224365234,69.18827056884766,68.6495361328125,70.8480453491211,67.79971313476562,69.94412231445312,65.46662139892578,68.07279968261719,66.22814178466797,54.65526580810547,71.26349639892578,70.82818603515625,71.03834533691406,67.74006652832031,68.62572479248047,68.96641540527344,68.41885375976562,68.44273376464844,70.00064086914062,68.09638977050781,62.88856887817383,71.14231872558594,49.58404159545898,71.34735107421875,68.55038452148438,72.47968292236328,69.3792495727539,69.5304183959961,68.585693359375,69.38973999023438,68.24783325195312,65.6546401977539,70.78173828125,70.9676284790039,70.18643188476562,67.89950561523438,70.5374984741211,65.04081726074219,66.4789810180664,69.37516021728516,64.28226470947266,70.52986145019531,57.14303207397461,69.75517272949219,69.22077178955078,64.95207214355469,71.13477325439453,70.25238800048828,65.10504913330078,66.39956665039062,74.26498413085938,69.39939880371094,69.18110656738281,68.37409973144531,67.48554992675781,72.50250244140625,65.21340942382812,70.35073852539062,66.22885131835938,64.45243072509766,69.42840576171875,73.53553009033203,68.39385223388672,61.191184997558594,71.42533111572266,71.65158081054688,72.38623046875,69.50565338134766,0.0,70.8410415649414,71.59617614746094,69.92327880859375,73.45687103271484,74.7449951171875,72.36369323730469,70.43265533447266,72.07201385498047,63.52126693725586,69.10491180419922,68.08162689208984,74.95972442626953,66.6284408569336,73.2771987915039,68.97737121582031,76.15216827392578,70.3807144165039,61.74518966674805,69.82526397705078,70.75605773925781,64.93201446533203,69.15296936035156,66.46920776367188,68.19509887695312,71.24007415771484,67.73436737060547,74.72957611083984,65.45484924316406,69.0057144165039,68.5459976196289,68.54224395751953,66.78031158447266,71.65171813964844,70.51022338867188,67.77835845947266,70.1947021484375,67.11151885986328,69.75499725341797,74.98754119873047,64.75248718261719,69.03689575195312,65.53660583496094
