Paragraph Number,carlson1994grammar,heath2008grammar,blackings2003grammar,hantgan2013aspects,ahland2012grammar,heath1999grammar,toews2015topics,mubarak2009tima,heine2015xun,turner2016morphosyntax,williamson1965grammar,schaefer2017grammar,schrock2014grammar,kutsch1994ngiti,kawachi2007grammar,worku2020grammar,joswig2019majang,santandrea1966birri,heath2005grammar,reintges2018coptic,emenanjo2015grammar,anonby2008phonology,stirtz2012lot,harvey2018gorwaa,alfira2016caning,rennison1997koromfe,bechhaus2011hi,stevenson1938grammar,shay2019grammar,evans2003bininj,nordlinger1998grammar,merlan1994grammar,mcgregor1990functional,lee1987tiwi,eather1990grammar,mushin2012grammar,reid2011ngan,cook1987wagiman,khan2008neo,huddleston2005cambridge,martin1992reference,hualde2003grammar,syamala1981intensive,arisawa2016iu,kruspe2004grammar,maslova2003grammar,hewitt1995georgian,kibrik2004language,campbell1957fundamentals,wagner2018grammar,vajda2006mattissen,kumar2012descriptive,nagaraja2014nihali,watters2006notes,nikolaeva2001grammar,nichols2011ingush,haspelmath1993grammar,post2007grammar,miyaoka2012grammar,balodis2011yuki,campbell1985pipil,fidelholtz1968micmac,kung2007descriptive,galloway1977grammar,awakuni2018omaha,jacobsen1964grammar,kimball1991koasati,wash2001adverbial,linn2001grammar,frachtenberg1918alsea,parks1979introduction,sapir1912takelma,yumitani1998phonology,nichols1997topics,grinevald1990grammar,hoijer1933tonkawa,haas1940tunica,radin1929grammar,sapir1992southern,garrett2014basic,davidson2002studies,willett2003grammatical,park2012grammar,lichtenberk2008grammar,van2016aghu,aikhenvald2008manambu,honeyman2016grammar,huber2011grammar,onishi1994grammar,terrill1999grammar,de2006menggwa,san2008introduction,meng2018grammar,kulick2019grammar,foley1991yimas,carroll2016ngkolmpu,dol2007grammar,voorhoeve1965flamingo,lindstrom2002topics,seiler1985imonda,anceaux1965nimboran,berry1999description,piper1989sketch,reesink1999grammar,honsberger2008kwomtari,de2004short,bateman2003grammatical,rigden1978karkar,henderson1995phonology,mayer2021grammar,ode2002sketch,hatfield2016grammar,kratochvil2007grammar,nekitel1985sociolinguistic,farr1999interface,bruce1979grammar,donohue2004saka,hemmila1987urim,lock2011abau,chung2020chamorro,feldman1986grammar,fedden2011grammar,tallman2018grammar,epps2005grammar,voort2004grammar,pena2015grammar,vallejos2010grammar,meira1999grammar,bertet2020aspects,wojtylak2020grammar,lai2009time,haude2006grammar,thiesen2012grammar,kern1997wari,wexler1967beginning,guirardello1999reference,de2005language,payne1985aspects,bolanos2016grammar,van2006grammar,forster2011paya,hannss2008uchumataqu,o2018grammatical,romero1997reference,berg1973cuiva,facundes2000language,sandalo1995grammar,ribeiro2012grammar
,70.04959869384766,70.82616424560547,71.2826919555664,71.33444213867188,68.85137176513672,69.11540985107422,76.00894165039062,73.9107437133789,71.83548736572266,59.37770080566406,66.44051361083984,70.55579376220703,75.6837158203125,67.22750091552734,70.40706634521484,72.26184844970703,69.71302795410156,63.13929748535156,67.34796142578125,71.80829620361328,73.24932098388672,72.0758285522461,70.68895721435547,70.74249267578125,61.74966812133789,72.7700424194336,75.09696960449219,64.75484466552734,69.89088439941406,65.12185668945312,68.4350814819336,69.94602966308594,70.3976821899414,71.87291717529297,70.68932342529297,69.57530212402344,64.10618591308594,64.18684387207031,68.25122833251953,76.36084747314453,71.54005432128906,70.14633178710938,68.46290588378906,68.7981185913086,68.36253356933594,78.05950927734375,68.91767883300781,69.2226791381836,70.41363525390625,68.52056121826172,65.30512237548828,74.9852294921875,70.97322845458984,70.58086395263672,72.88702392578125,71.66129302978516,67.95988464355469,73.34425354003906,79.19070434570312,70.65254211425781,55.23130416870117,68.63666534423828,68.67881774902344,65.76433563232422,66.12332153320312,64.2063980102539,65.61961364746094,62.43679428100586,70.40493774414062,67.8788833618164,62.38494491577149,64.79267120361328,67.45663452148438,69.49710845947266,66.19380950927734,61.256046295166016,67.39681243896484,63.04311752319336,68.18802642822266,69.03839874267578,66.8160400390625,67.81147003173828,68.22195434570312,72.42301940917969,72.87538146972656,72.42821502685547,71.6011962890625,70.92462158203125,67.35130310058594,69.46441650390625,72.31991577148438,66.4852294921875,66.85256958007812,65.64830780029297,66.56884002685547,61.0344123840332,71.25414276123047,67.47137451171875,66.85358428955078,65.9081039428711,61.22288513183594,72.48724365234375,65.47557067871094,69.27755737304688,66.12879943847656,71.84603881835938,67.98353576660156,61.9088249206543,71.98161315917969,69.41664123535156,69.80037689208984,71.72135925292969,68.89104461669922,69.99156188964844,68.09761810302734,69.8569107055664,71.20825958251953,66.86498260498047,69.21736907958984,73.0775146484375,74.81367492675781,71.2964096069336,73.13343048095703,70.80370330810547,60.51098251342773,71.80732727050781,66.17090606689453,72.93106842041016,69.79624938964844,74.68909454345703,71.74810028076172,67.95708465576172,73.71017456054688,70.7249526977539,62.32193756103516,70.1471176147461,64.94771575927734,67.06254577636719,69.95812225341797,69.86288452148438,70.2804183959961,69.54877471923828,68.10086822509766,70.98654174804688,69.55006408691406,73.59677124023438,71.31678771972656,68.88224792480469
,68.28006744384766,70.4743881225586,67.85081481933594,72.33538818359375,74.09330749511719,66.32689666748047,71.63319396972656,74.03926849365234,68.7845687866211,61.99584197998047,62.96989440917969,66.50392150878906,70.82670593261719,66.10575866699219,69.41880798339844,74.344970703125,73.24777221679688,55.51718521118164,70.96309661865234,67.9217529296875,68.78533935546875,73.79735565185547,68.76904296875,63.476707458496094,67.15731048583984,69.30809783935547,67.06448364257812,63.10139846801758,72.61546325683594,68.37725067138672,70.5955810546875,68.97782135009766,70.9274673461914,67.71739959716797,66.60633850097656,70.83457946777344,61.349754333496094,65.86552429199219,69.6560287475586,78.40030670166016,63.03567123413086,72.35352325439453,67.9249038696289,71.63822937011719,75.49232482910156,68.2248764038086,58.75352096557617,72.36078643798828,65.69477081298828,73.07946014404297,64.27587890625,72.32965850830078,69.14981842041016,72.11351013183594,68.58106231689453,69.57864379882812,72.57149505615234,66.04922485351562,77.69965362548828,65.16659545898438,66.74043273925781,62.209571838378906,65.9468994140625,66.14097595214844,69.55430603027344,59.795387268066406,64.89192962646484,66.59516906738281,73.99137878417969,62.19145202636719,69.137939453125,62.74723434448242,65.67218780517578,72.7615737915039,70.50578308105469,65.94778442382812,68.00489044189453,62.17119216918945,67.4401626586914,65.8852310180664,64.2244873046875,67.3954849243164,61.56898880004883,73.2545166015625,71.79385375976562,71.407470703125,69.4864273071289,66.1474380493164,69.01777648925781,69.63082885742188,68.80146789550781,62.69033050537109,69.34304809570312,65.46134185791016,71.60784149169922,62.63910675048828,68.34017944335938,65.67205810546875,64.04090881347656,70.22440338134766,60.66435623168945,72.57810974121094,61.76724243164063,66.46726989746094,69.15287017822266,67.63461303710938,65.90472412109375,59.972293853759766,68.32013702392578,59.20262145996094,68.50508880615234,71.43008422851562,63.19660568237305,67.05827331542969,68.60319519042969,53.128509521484375,72.27747344970703,66.84065246582031,70.36167907714844,69.52135467529297,74.6561279296875,73.3900375366211,65.66275024414062,76.06561279296875,74.301513671875,70.54991912841797,70.48820495605469,77.1151123046875,69.2243423461914,77.5399398803711,72.32659912109375,70.1323013305664,71.37140655517578,69.82205963134766,68.79496002197266,69.85222625732422,73.83406066894531,69.2664566040039,66.92898559570312,66.38249206542969,69.70333099365234,71.19043731689453,65.68395233154297,68.46576690673828,61.88594055175781,75.61589050292969,65.93169403076172,58.92017364501953
,70.67896270751953,71.45196533203125,70.40400695800781,70.1606674194336,67.45360565185547,68.0663070678711,72.81268310546875,69.5672378540039,64.357421875,66.57121276855469,66.4094009399414,65.93746185302734,67.65953063964844,69.50666809082031,67.45205688476562,67.62067413330078,71.97267150878906,62.44871139526367,69.05599212646484,71.39222717285156,71.23162841796875,70.12139892578125,64.66609954833984,63.52790069580078,63.67315673828125,71.74994659423828,71.88400268554688,67.84214782714844,70.15959167480469,63.941162109375,71.40184783935547,70.8140869140625,67.05397033691406,64.51778411865234,68.6208267211914,68.91397094726562,65.81254577636719,70.64458465576172,68.15118408203125,73.75598907470703,71.68701934814453,68.51641845703125,63.828407287597656,68.5604476928711,64.9552230834961,69.17975616455078,62.31973648071289,68.399658203125,70.30188751220703,73.51795196533203,69.16718292236328,72.57403564453125,68.36215209960938,70.00553894042969,69.91741943359375,69.65583801269531,70.02822875976562,66.5851821899414,70.27031707763672,63.68264389038086,60.14704132080078,59.72489547729492,73.10858154296875,64.5872573852539,69.4044189453125,49.96441268920898,61.19431686401367,65.56212615966797,71.08386993408203,68.85624694824219,70.94252014160156,66.6798095703125,65.25479888916016,68.83795166015625,71.00267791748047,71.02047729492188,64.2274398803711,58.64707946777344,63.00962448120117,66.46149444580078,60.04831314086914,69.99853515625,70.00011444091797,70.40325164794922,72.4732437133789,68.76325225830078,71.04896545410156,65.54908752441406,65.03527069091797,64.13494873046875,70.20921325683594,65.8149185180664,71.82698059082031,64.88214874267578,71.4265365600586,61.712158203125,69.17459869384766,66.27566528320312,63.07632827758789,70.26290893554688,58.4300537109375,71.84202575683594,64.37393188476562,69.2488784790039,65.33971405029297,72.73043060302734,67.02500915527344,64.02742004394531,64.37284088134766,69.90225219726562,63.46259689331055,70.91081237792969,70.34320831298828,65.65254974365234,72.10218048095703,69.1728744506836,68.55831146240234,68.80845642089844,68.60353088378906,69.84989929199219,68.34352111816406,68.90185546875,62.0706787109375,70.52722930908203,67.85580444335938,67.28368377685547,69.53765106201172,71.60560607910156,68.70417022705078,72.11859130859375,74.05953979492188,72.57546997070312,66.91915130615234,66.00287628173828,61.30757141113281,70.1801528930664,72.05003356933594,61.6070556640625,66.66653442382812,64.3292007446289,72.02266693115234,65.76133728027344,71.25895690917969,65.34439086914062,67.75140380859375,68.8651351928711,64.39735412597656,65.12145233154297
,74.64246368408203,72.73976135253906,73.56690216064453,71.5233383178711,71.84659576416016,72.7249755859375,68.61280822753906,71.06698608398438,66.77214813232422,64.1415023803711,61.88473510742188,67.13683319091797,64.6936264038086,68.3331527709961,73.42029571533203,70.79204559326172,71.15636444091797,67.77507781982422,65.80347442626953,71.02501678466797,72.11238861083984,64.06665802001953,64.67819213867188,67.14037322998047,67.0886001586914,67.80799102783203,64.0206069946289,60.09505844116211,65.67863464355469,69.57792663574219,66.94942474365234,61.57538986206055,68.1964340209961,63.49032974243164,67.89844512939453,70.83150482177734,67.13553619384766,70.01200103759766,62.34489822387695,74.96600341796875,65.76375579833984,68.78437042236328,67.10993957519531,65.3743667602539,68.73768615722656,69.94512939453125,63.91509246826172,69.19290161132812,74.15507507324219,72.33198547363281,68.09098815917969,74.18563079833984,62.877891540527344,64.5584945678711,70.889892578125,68.67496490478516,66.80859375,65.07820129394531,67.63880920410156,68.42420196533203,59.97770309448242,61.578590393066406,70.16773986816406,67.6886978149414,68.67154693603516,47.197513580322266,67.63909912109375,61.130069732666016,66.84566497802734,62.67704772949219,54.53020858764648,66.52213287353516,59.96749877929688,69.23028564453125,64.5936050415039,63.5166244506836,70.84263610839844,64.72754669189453,59.858642578125,64.52117919921875,63.283145904541016,71.28540802001953,67.23918151855469,71.2531509399414,66.25405883789062,69.129638671875,67.0091781616211,67.22881317138672,66.04621124267578,69.6077880859375,69.32170867919922,71.1205062866211,64.97328186035156,61.8759880065918,68.37272644042969,64.70354461669922,71.85626983642578,69.67953491210938,64.84040069580078,65.1121597290039,57.981258392333984,73.75581359863281,68.44044494628906,66.9105453491211,63.67928314208984,65.95814514160156,71.0694351196289,62.27854537963867,66.5395736694336,68.81938934326172,69.24897766113281,69.4098129272461,62.517578125,66.58848571777344,70.88155364990234,65.12513732910156,68.18717956542969,69.54429626464844,72.37226104736328,69.1094741821289,70.55475616455078,74.16480255126953,66.59416198730469,72.12991333007812,67.96427154541016,65.6494140625,66.3416748046875,70.02420043945312,70.65513610839844,71.68409729003906,69.92052459716797,67.58625793457031,67.16749572753906,67.33441925048828,64.14535522460938,68.43016815185547,69.51219940185547,66.84700775146484,69.73898315429688,63.28977966308594,66.86965942382812,66.98320770263672,60.89770126342773,66.3814926147461,72.01054382324219,65.14387512207031,62.76136016845703,64.60281372070312
,72.14856719970703,72.12043762207031,69.72715759277344,68.73501586914062,69.8744888305664,76.7854232788086,62.18851852416992,69.0244140625,70.29317474365234,59.952884674072266,60.3276252746582,67.09891510009766,70.09404754638672,67.46961975097656,68.64408111572266,71.84770965576172,68.1926040649414,65.20720672607422,69.13627624511719,73.16071319580078,70.77325439453125,68.73565673828125,65.17285919189453,62.459510803222656,59.52912521362305,71.59127044677734,68.59861755371094,60.415016174316406,67.98206329345703,62.50603103637695,71.3828125,70.10872650146484,68.28067016601562,65.64146423339844,69.39315032958984,66.61168670654297,64.4045639038086,66.57418060302734,67.27598571777344,70.28943634033203,66.81996154785156,66.41495513916016,61.6841926574707,73.97794342041016,69.63619232177734,70.80886840820312,67.5804443359375,71.44865417480469,59.2611198425293,69.41736602783203,64.7502212524414,68.84494018554688,66.9075927734375,62.53086853027344,69.54834747314453,73.28532409667969,65.52741241455078,63.83925628662109,69.54582214355469,56.19017028808594,60.02066040039063,64.47042083740234,60.81023788452149,61.86715316772461,66.5390853881836,59.25138092041016,63.387184143066406,63.8784294128418,65.13224792480469,64.78144073486328,64.7471694946289,66.16533660888672,67.22663879394531,72.02843475341797,68.06649780273438,64.59937286376953,67.59634399414062,62.679195404052734,60.62140655517578,67.26721954345703,62.947265625,71.70990753173828,62.56540298461914,68.74276733398438,69.83951568603516,70.71936798095703,62.32642364501953,69.76383972167969,65.31123352050781,63.400691986083984,68.18215942382812,71.28535461425781,67.12512969970703,65.09632110595703,66.02072143554688,64.35951232910156,69.11569213867188,71.38809204101562,68.35377502441406,67.5883560180664,57.02503967285156,66.23784637451172,62.58660507202149,69.5075912475586,53.7464485168457,66.81126403808594,70.30422973632812,52.08915328979492,64.68680572509766,67.70437622070312,66.99735260009766,68.87934112548828,69.98072814941406,64.96934509277344,69.82035064697266,63.26741409301758,72.54705047607422,62.7344970703125,70.94242858886719,71.64283752441406,69.26509857177734,68.7050552368164,63.10699081420898,69.40796661376953,69.60540771484375,69.14227294921875,66.51677703857422,67.6504135131836,70.43717193603516,73.48060607910156,71.75897979736328,63.924591064453125,64.10161590576172,67.82818603515625,66.58184051513672,69.94413757324219,69.64651489257812,66.85184478759766,68.0464859008789,64.01887512207031,70.31990051269531,69.04644012451172,64.67705535888672,64.23820495605469,74.63350677490234,61.958927154541016,64.9948501586914,63.50578689575195
,70.1574935913086,71.9905776977539,63.21390151977539,69.47236633300781,67.30493927001953,68.78407287597656,70.89613342285156,71.2078857421875,66.74268341064453,59.66454315185547,65.6659927368164,70.09813690185547,71.72261810302734,69.67891693115234,65.39472198486328,69.86470031738281,69.32369995117188,61.88348007202149,69.69164276123047,69.40911102294922,66.26531219482422,71.56124877929688,63.49958038330078,67.62557983398438,62.072227478027344,72.2683334350586,65.45498657226562,66.30567169189453,65.74711608886719,62.33287048339844,69.411865234375,69.8039779663086,64.16474914550781,67.91199493408203,70.41273498535156,68.20252227783203,61.90163040161133,61.115516662597656,62.76064682006836,73.86849975585938,68.95246887207031,69.5809097290039,54.2877197265625,72.95630645751953,68.60063934326172,63.29451370239258,60.43394088745117,70.72789001464844,59.88735961914063,63.69550704956055,66.99893951416016,70.29174041748047,65.9598388671875,64.13745880126953,70.95365905761719,71.2919921875,67.86176300048828,64.85575866699219,69.55574035644531,60.08082580566406,52.33543014526367,64.58789825439453,68.59003448486328,63.15143203735352,64.61180877685547,57.06088638305664,61.73494338989258,64.54071807861328,71.90157318115234,63.90887451171875,62.23347854614258,64.85275268554688,66.88719177246094,63.27981948852539,64.95185852050781,60.07408905029297,64.92852783203125,57.41941452026367,64.39959716796875,64.53880310058594,62.24232864379883,63.4073486328125,64.49048614501953,68.697509765625,66.07953643798828,73.59596252441406,66.6838607788086,65.66876983642578,69.83480072021484,61.39264678955078,75.99734497070312,70.45924377441406,61.84587478637695,66.36398315429688,68.17507934570312,65.14286041259766,61.10362243652344,69.24591064453125,63.76277923583984,67.30811309814453,58.50791931152344,70.19999694824219,63.80404281616211,60.158348083496094,63.50135803222656,67.26555633544922,65.88694763183594,51.88223648071289,60.83956527709961,68.21707153320312,65.76618194580078,72.72392272949219,66.5106201171875,65.19935607910156,70.46430969238281,69.61219024658203,71.63245391845703,65.53755187988281,59.42018508911133,69.11430358886719,72.31968688964844,67.81342315673828,66.527099609375,72.3342056274414,58.86317443847656,66.4855728149414,66.53174591064453,66.10267639160156,69.82492065429688,63.37857818603516,72.31455993652344,67.5750961303711,69.48194122314453,64.1585922241211,68.50955200195312,70.8668441772461,65.53108215332031,63.91935348510742,69.55645751953125,64.41522216796875,66.55168914794922,66.78160095214844,67.29852294921875,63.85294342041016,66.76408386230469,68.41355895996094,61.84699630737305,60.04700469970703
,66.02391815185547,69.20486450195312,71.45793151855469,64.24076843261719,69.15689849853516,69.72040557861328,71.69631958007812,69.7090835571289,63.19692611694336,59.05376815795898,63.22602081298828,63.504207611083984,70.64216613769531,65.33614349365234,66.42152404785156,65.1585464477539,65.53105163574219,63.17372131347656,68.95445251464844,71.61676025390625,71.24795532226562,73.16777038574219,60.36244583129883,58.60742950439453,63.83463668823242,69.58287048339844,62.5716438293457,60.64288711547852,63.509727478027344,67.38838195800781,68.84718322753906,63.7150764465332,66.68716430664062,65.60977935791016,65.65222930908203,60.78373718261719,63.22650146484375,61.523956298828125,67.29427337646484,70.90961456298828,69.1176528930664,71.17191314697266,63.24826431274414,73.37934112548828,72.9261703491211,70.21387481689453,63.44908905029297,67.88847351074219,55.07294464111328,68.66761016845703,61.50951385498047,65.66954040527344,68.28803253173828,69.4813003540039,72.1298599243164,69.36897277832031,62.330902099609375,64.09664154052734,62.12094497680664,57.99089813232422,56.284297943115234,66.88838958740234,66.52230072021484,61.11864471435547,69.12577819824219,56.73177719116211,64.41192626953125,60.78179550170898,72.48596954345703,63.61048889160156,56.9209213256836,66.67237091064453,66.55278778076172,66.327392578125,68.35889434814453,61.30706024169922,67.36764526367188,65.46385955810547,60.98844909667969,59.31979370117188,62.465423583984375,68.54350280761719,68.13096618652344,66.82230377197266,68.74588012695312,62.56346130371094,69.38367462158203,69.15743255615234,63.68976211547852,64.42076873779297,70.9698715209961,65.49267578125,61.88529586791992,63.07884979248047,65.9996566772461,64.21007537841797,64.12545776367188,65.53531646728516,64.01960754394531,61.4783935546875,61.425106048583984,69.60820770263672,59.90517044067383,64.88809204101562,65.19759368896484,66.76079559326172,66.76942443847656,62.55965423583984,65.41827392578125,63.56770324707031,66.47761535644531,61.58574676513672,63.79710006713867,67.87935638427734,68.92327880859375,62.7739143371582,70.35144805908203,62.80738830566406,63.76559066772461,67.59294128417969,68.13764190673828,68.7041244506836,63.96937942504883,71.06159973144531,57.01515197753906,56.67749786376953,66.80372619628906,65.58657836914062,70.00869750976562,70.77877807617188,70.39959716796875,70.88139343261719,65.06065368652344,66.60247802734375,62.72072219848633,73.35719299316406,61.685096740722656,56.921630859375,67.04429626464844,68.08653259277344,65.45543670654297,65.91587829589844,70.46942901611328,61.63084030151367,69.18097686767578,62.74216079711914,60.08431243896485,64.33890533447266
,70.72395324707031,67.35259246826172,67.0535888671875,68.8012924194336,60.239864349365234,69.686767578125,66.91050720214844,70.44154357910156,67.5645980834961,62.42745590209961,54.35593032836914,56.27338409423828,65.1389389038086,64.31749725341797,60.2918815612793,69.71155548095703,70.20872497558594,62.851654052734375,64.37230682373047,65.07693481445312,68.447021484375,63.01375579833984,65.21012115478516,64.18573760986328,63.63719177246094,69.79170989990234,60.71837615966797,69.59680938720703,70.1792984008789,53.74615859985352,67.22593688964844,64.7160415649414,68.96888732910156,63.01441955566406,68.880859375,61.71002197265625,66.17079162597656,68.16966247558594,60.327823638916016,62.46933364868164,70.17745971679688,67.59647369384766,60.82237243652344,68.23989868164062,70.2184829711914,69.53888702392578,66.57431030273438,64.94719696044922,64.45340728759766,60.18640899658203,64.08798217773438,65.93982696533203,67.8441162109375,58.98680877685547,70.09972381591797,60.59421157836914,67.5584487915039,70.11676788330078,66.90946197509766,67.06180572509766,62.27335357666016,58.28803253173828,67.01356506347656,62.58395385742188,62.17451858520508,49.78453063964844,63.60816955566406,63.28853988647461,72.4991455078125,61.072731018066406,63.363426208496094,67.20307922363281,64.21080017089844,67.07546997070312,67.78768157958984,60.32903289794922,64.11083984375,58.37990188598633,62.24135208129883,62.92479705810547,60.15046691894531,62.180511474609375,66.5467529296875,70.1097412109375,68.62362670898438,68.59395599365234,67.51464080810547,67.54212188720703,63.90278244018555,64.78278350830078,70.72956848144531,67.8696517944336,62.89540481567383,64.03289794921875,70.29945373535156,58.44363021850586,58.61882400512695,65.44054412841797,65.40027618408203,63.99835968017578,62.98978805541992,70.99192810058594,60.79808044433594,69.71282958984375,55.65111541748047,67.06462097167969,66.15682220458984,56.639434814453125,61.45135116577149,70.93701934814453,61.991512298583984,71.3762435913086,65.2541275024414,62.26462173461914,61.31227493286133,67.01062774658203,67.3260269165039,63.42530822753906,50.496864318847656,70.99951934814453,66.10604858398438,71.2997817993164,65.49092864990234,71.11131286621094,63.41264724731445,65.41297149658203,56.790565490722656,63.43629455566406,60.65665054321289,69.4265365600586,71.26861572265625,67.23053741455078,69.03765869140625,67.43773651123047,68.54796600341797,66.91863250732422,66.38046264648438,71.35909271240234,65.96377563476562,68.03237915039062,64.49947357177734,63.444114685058594,62.28026580810547,73.39273071289062,67.06527709960938,72.30625915527344,68.71595764160156,61.97671890258789
,71.41572570800781,67.03909301757812,66.3268814086914,67.54974365234375,66.21788787841797,71.36775207519531,66.57189178466797,65.53184509277344,67.62992858886719,62.4495849609375,63.05387115478516,69.76361083984375,70.24908447265625,65.1324691772461,65.87541961669922,70.17608642578125,73.17301177978516,62.09382247924805,68.71235656738281,69.49308013916016,70.4073257446289,64.893798828125,66.68482971191406,64.61956024169922,62.2698860168457,68.7490234375,67.04243469238281,61.80710220336914,67.46635437011719,64.73185729980469,63.92496871948242,68.1728744506836,66.02052307128906,62.249629974365234,67.26718139648438,62.4864387512207,64.23168182373047,66.82404327392578,65.34937286376953,66.37907409667969,63.751930236816406,69.9616928100586,60.82319641113281,74.08174133300781,69.70339965820312,71.33012390136719,66.50858306884766,63.71745300292969,64.52155303955078,72.29784393310547,66.27824401855469,68.09286499023438,67.47410583496094,69.58352661132812,68.29255676269531,68.92213439941406,65.25411987304688,68.28396606445312,68.26089477539062,62.88914489746094,52.668212890625,68.4046630859375,70.97314453125,68.19631958007812,64.64205932617188,50.30196762084961,65.02164459228516,64.67897033691406,61.387508392333984,58.3997802734375,64.6369400024414,62.38916397094727,62.48211669921875,65.67186737060547,69.38188171386719,61.39329528808594,65.19357299804688,61.63945007324219,60.17072296142578,65.51239776611328,63.43766021728516,72.02323150634766,63.020389556884766,71.53070831298828,67.89324951171875,70.95233917236328,67.75420379638672,62.172550201416016,59.21195602416992,66.5866470336914,63.879173278808594,61.70856475830078,65.96353912353516,66.20084381103516,60.50900268554688,62.08868789672852,62.15958404541016,54.84331893920898,64.14485931396484,66.95661163330078,61.06135177612305,72.99349975585938,59.01805114746094,63.40512466430664,60.30769348144531,60.71644592285156,68.2143325805664,59.7135009765625,66.96321105957031,69.00524139404297,59.54679870605469,70.11791229248047,64.26675415039062,67.21479034423828,70.44706726074219,57.66257095336914,64.93852996826172,67.57759094238281,61.67936325073242,66.7530746459961,66.67697143554688,67.31002044677734,64.0866470336914,71.03236389160156,67.05941772460938,64.5295181274414,67.86030578613281,67.76174926757812,68.29206085205078,75.62309265136719,72.41036987304688,65.35871887207031,66.12450408935547,69.64450073242188,62.185829162597656,68.42604064941406,65.50384521484375,56.44903945922852,67.86724090576172,67.02622985839844,62.67856979370117,63.15602493286133,61.85456085205078,62.8875846862793,64.834716796875,61.76470947265625,65.57664489746094,64.56352996826172
,67.70945739746094,63.38151550292969,66.62728881835938,67.27046203613281,67.69187927246094,69.82184600830078,68.92515563964844,68.13581848144531,62.66365814208984,58.78287506103516,59.14995574951172,68.4132308959961,67.30582427978516,64.97647857666016,66.38557434082031,65.42536163330078,68.28157806396484,63.11787796020508,64.1217041015625,70.76371002197266,70.04077911376953,67.73915100097656,68.35102081298828,65.1872329711914,64.1973876953125,66.77932739257812,66.65419006347656,66.53849029541016,65.2734375,68.34161376953125,67.36961364746094,69.65108489990234,65.58354187011719,61.44270324707031,68.87824249267578,67.28137969970703,65.61767578125,67.05511474609375,63.53644561767578,68.3876724243164,62.85593032836914,68.17083740234375,67.55779266357422,70.78987121582031,74.12498474121094,69.13951873779297,60.9594955444336,66.07839965820312,63.95793151855469,59.45320129394531,63.15040588378906,71.13992309570312,65.26721954345703,66.40953826904297,64.75751495361328,71.24989318847656,62.58601379394531,64.41891479492188,62.1196517944336,62.64567565917969,61.26383590698242,70.5007553100586,58.51908874511719,55.38059616088867,59.793792724609375,62.62631988525391,67.5365982055664,58.90868377685547,69.23695373535156,64.2193374633789,62.6973876953125,61.95450973510742,52.859107971191406,65.60699462890625,69.55096435546875,68.44317626953125,66.94683074951172,62.88865661621094,59.37117767333984,69.4598159790039,62.49031448364258,57.41427612304688,63.77008438110352,69.75499725341797,68.35159301757812,64.3524169921875,68.30243682861328,68.72565460205078,59.80783081054688,61.64406967163086,62.13541030883789,52.90201187133789,65.30682373046875,66.91664123535156,67.32931518554688,64.92538452148438,69.38058471679688,64.69185638427734,66.59738159179688,63.61988830566406,56.99414443969727,69.67383575439453,69.98799133300781,68.8560562133789,62.21885681152344,57.71946334838867,65.3563232421875,62.51767349243164,68.86050415039062,66.45881652832031,61.800689697265625,65.62145233154297,61.96533584594727,60.6170539855957,69.05342864990234,53.13161087036133,70.7828369140625,60.529541015625,69.66129302978516,71.22237396240234,69.1819076538086,68.9869613647461,63.77219009399414,69.36017608642578,62.93632888793945,64.74834442138672,64.21243286132812,69.83625793457031,62.56056594848633,71.62493896484375,68.38099670410156,62.65513229370117,66.08489990234375,69.09767150878906,65.34366607666016,72.02262115478516,65.60759735107422,62.51325607299805,63.62674331665039,67.172119140625,66.24616241455078,62.69401931762695,63.46583938598633,59.92902374267578,59.466773986816406,66.19559478759766,58.63387680053711,60.09242630004883
